message_id,conversation_id,timestamp,direction,sender_type,text
msg_00499,conv_0102,2026-06-10 11:03:00,incoming,client,"Понял, спасибо."
msg_00500,conv_0102,2026-06-10 11:05:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00010,conv_0003,2026-06-10 12:18:00,incoming,client,"Здравствуйте. Нужно записаться на Ceramic coating, машина Volkswagen Tiguan."
msg_00011,conv_0003,2026-06-10 12:21:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00369,conv_0075,2026-06-10 12:30:00,incoming,client,"Здравствуйте. Нужно записаться на Chrome delete, машина Lexus RX."
msg_00370,conv_0075,2026-06-10 12:33:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00012,conv_0003,2026-06-10 12:38:00,incoming,client,"Понял, спасибо."
msg_00013,conv_0003,2026-06-10 12:40:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00014,conv_0003,2026-06-10 12:42:00,incoming,client,"Понял, спасибо."
msg_00371,conv_0075,2026-06-10 12:50:00,incoming,client,"Понял, спасибо."
msg_00372,conv_0075,2026-06-10 12:52:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00872,conv_0177,2026-06-10 15:54:00,incoming,client,"Здравствуйте. Подскажите, вы работаете в воскресенье?"
msg_00873,conv_0177,2026-06-10 15:57:00,outgoing,bot,"Да, работаем в воскресенье по предварительной записи."
msg_00874,conv_0177,2026-06-10 16:14:00,incoming,client,"Отлично, тогда на связи."
msg_00875,conv_0177,2026-06-10 16:16:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00876,conv_0177,2026-06-10 16:18:00,incoming,client,"Отлично, тогда на связи."
msg_00877,conv_0177,2026-06-10 16:20:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00938,conv_0190,2026-06-10 16:36:00,incoming,client,"Здравствуйте. Подскажите, вы работаете в воскресенье?"
msg_00939,conv_0190,2026-06-10 16:39:00,outgoing,bot,"Да, работаем в воскресенье по предварительной записи."
msg_00187,conv_0038,2026-06-10 16:49:00,incoming,client,"Здравствуйте. Нужно записаться на Chrome delete, машина Porsche Macan."
msg_00188,conv_0038,2026-06-10 16:52:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00940,conv_0190,2026-06-10 16:56:00,incoming,client,"Отлично, тогда на связи."
msg_00941,conv_0190,2026-06-10 16:58:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00189,conv_0038,2026-06-10 17:09:00,incoming,client,"Отлично, тогда на связи."
msg_00190,conv_0038,2026-06-10 17:11:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00191,conv_0038,2026-06-10 17:13:00,incoming,client,"Отлично, тогда на связи."
msg_00192,conv_0038,2026-06-10 17:15:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00385,conv_0079,2026-06-10 17:45:00,incoming,client,"Здравствуйте. Нужно записаться на Full PPF wrap, машина Mercedes-Benz E-Class."
msg_00386,conv_0079,2026-06-10 17:48:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00387,conv_0079,2026-06-10 18:05:00,incoming,client,"Хорошо, жду менеджера."
msg_00388,conv_0079,2026-06-10 18:07:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00905,conv_0184,2026-06-10 19:03:00,incoming,client,"Здравствуйте. Подскажите, вы работаете в воскресенье?"
msg_00906,conv_0184,2026-06-10 19:06:00,outgoing,bot,"Да, работаем в воскресенье по предварительной записи."
msg_00907,conv_0184,2026-06-10 19:23:00,incoming,client,"Понял, спасибо."
msg_00908,conv_0184,2026-06-10 19:25:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00909,conv_0184,2026-06-10 19:27:00,incoming,client,"Понял, спасибо."
msg_00910,conv_0184,2026-06-10 19:29:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00111,conv_0022,2026-06-10 19:46:00,incoming,client,"Здравствуйте. Нужно записаться на Interior dry cleaning, машина Mercedes-Benz E-Class."
msg_00112,conv_0022,2026-06-10 19:49:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00001,conv_0001,2026-06-10 19:59:00,incoming,client,"Здравствуйте. Нужно записаться на Detailing wash, машина Lexus RX."
msg_00002,conv_0001,2026-06-10 20:02:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00113,conv_0022,2026-06-10 20:06:00,incoming,client,"Понял, спасибо."
msg_00114,conv_0022,2026-06-10 20:08:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00115,conv_0022,2026-06-10 20:10:00,incoming,client,"Понял, спасибо."
msg_00116,conv_0022,2026-06-10 20:12:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00003,conv_0001,2026-06-10 20:19:00,incoming,client,"Понял, спасибо."
msg_00004,conv_0001,2026-06-10 20:21:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_01085,conv_0221,2026-06-11 09:18:00,incoming,client,"Здравствуйте. Нужно перенести запись, не успеваю приехать."
msg_01086,conv_0221,2026-06-11 09:21:00,outgoing,bot,"Понял. Я передам менеджеру запрос на перенос, он проверит запись и подтвердит."
msg_01087,conv_0221,2026-06-11 09:38:00,incoming,client,"Отлично, тогда на связи."
msg_01088,conv_0221,2026-06-11 09:40:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_01089,conv_0221,2026-06-11 09:42:00,incoming,client,"Понял, спасибо."
msg_01090,conv_0221,2026-06-11 09:44:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00074,conv_0015,2026-06-11 10:53:00,incoming,client,"Здравствуйте. Нужно записаться на Ceramic coating, машина Mazda CX-5."
msg_00075,conv_0015,2026-06-11 10:56:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00076,conv_0015,2026-06-11 11:13:00,incoming,client,"Спасибо, подумаю и напишу."
msg_00077,conv_0015,2026-06-11 11:15:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00078,conv_0015,2026-06-11 11:17:00,incoming,client,"Понял, спасибо."
msg_00079,conv_0015,2026-06-11 11:19:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00752,conv_0153,2026-06-11 11:33:00,incoming,client,Добрый день. Сколько примерно стоит Ceramic coating на Range Rover Sport?
msg_00753,conv_0153,2026-06-11 11:36:00,outgoing,bot,"Сориентирую по цене, но сначала уточню авто и объём работ."
msg_00754,conv_0153,2026-06-11 11:53:00,incoming,client,"Отлично, тогда на связи."
msg_00755,conv_0153,2026-06-11 11:55:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00807,conv_0164,2026-06-11 12:13:00,incoming,client,Добрый день. Сколько примерно стоит Chrome delete на Hyundai Santa Fe?
msg_00808,conv_0164,2026-06-11 12:16:00,outgoing,bot,"Сориентирую по цене, но сначала уточню авто и объём работ."
msg_00809,conv_0164,2026-06-11 12:33:00,incoming,client,"Понял, спасибо."
msg_00810,conv_0164,2026-06-11 12:35:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00811,conv_0164,2026-06-11 12:37:00,incoming,client,"Отлично, тогда на связи."
msg_00812,conv_0164,2026-06-11 12:39:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_01178,conv_0239,2026-06-11 14:51:00,incoming,client,"Здравствуйте. Нужно перенести запись, не успеваю приехать."
msg_01179,conv_0239,2026-06-11 14:54:00,outgoing,bot,"Понял. Я передам менеджеру запрос на перенос, он проверит запись и подтвердит."
msg_01180,conv_0239,2026-06-11 15:11:00,incoming,client,"Понял, спасибо."
msg_01181,conv_0239,2026-06-11 15:13:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_01182,conv_0239,2026-06-11 15:15:00,incoming,client,"Спасибо, подумаю и напишу."
msg_01183,conv_0239,2026-06-11 15:17:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00360,conv_0073,2026-06-11 15:20:00,incoming,client,"Здравствуйте. Нужно записаться на Chrome delete, машина BMW X5."
msg_00361,conv_0073,2026-06-11 15:23:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00362,conv_0073,2026-06-11 15:40:00,incoming,client,"Понял, спасибо."
msg_00363,conv_0073,2026-06-11 15:42:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00364,conv_0073,2026-06-11 15:44:00,incoming,client,"Хорошо, жду менеджера."
msg_00117,conv_0023,2026-06-11 16:22:00,incoming,client,"Здравствуйте. Нужно записаться на Ceramic coating, машина Kia K5."
msg_00118,conv_0023,2026-06-11 16:25:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00119,conv_0023,2026-06-11 16:42:00,incoming,client,"Хорошо, жду менеджера."
msg_00120,conv_0023,2026-06-11 16:44:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00868,conv_0176,2026-06-11 17:39:00,incoming,client,"Здравствуйте. Подскажите, вы работаете в воскресенье?"
msg_00869,conv_0176,2026-06-11 17:42:00,outgoing,bot,"Да, работаем в воскресенье по предварительной записи."
msg_00870,conv_0176,2026-06-11 17:59:00,incoming,client,"Отлично, тогда на связи."
msg_00871,conv_0176,2026-06-11 18:01:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00458,conv_0094,2026-06-11 19:09:00,incoming,client,"Здравствуйте. Нужно записаться на Full PPF wrap, машина Audi A6."
msg_00459,conv_0094,2026-06-11 19:12:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00460,conv_0094,2026-06-11 19:29:00,incoming,client,"Спасибо, подумаю и напишу."
msg_00946,conv_0192,2026-06-11 19:29:00,incoming,client,"Здравствуйте. Подскажите, вы работаете в воскресенье?"
msg_00461,conv_0094,2026-06-11 19:31:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00947,conv_0192,2026-06-11 19:32:00,outgoing,bot,"Да, работаем в воскресенье по предварительной записи."
msg_00462,conv_0094,2026-06-11 19:33:00,incoming,client,"Понял, спасибо."
msg_00948,conv_0192,2026-06-11 19:49:00,incoming,client,"Хорошо, жду менеджера."
msg_00949,conv_0192,2026-06-11 19:51:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00538,conv_0110,2026-06-12 12:25:00,incoming,client,"Здравствуйте. Нужно записаться на Ceramic coating, машина Kia K5."
msg_00539,conv_0110,2026-06-12 12:28:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_01150,conv_0234,2026-06-12 12:37:00,incoming,client,"Здравствуйте. Нужно перенести запись, не успеваю приехать."
msg_01151,conv_0234,2026-06-12 12:40:00,outgoing,bot,"Понял. Я передам менеджеру запрос на перенос, он проверит запись и подтвердит."
msg_00540,conv_0110,2026-06-12 12:45:00,incoming,client,"Понял, спасибо."
msg_00541,conv_0110,2026-06-12 12:47:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_01152,conv_0234,2026-06-12 12:57:00,incoming,client,"Понял, спасибо."
msg_00021,conv_0005,2026-06-12 12:59:00,incoming,client,"Здравствуйте. Нужно записаться на Interior dry cleaning, машина Toyota Camry."
msg_01153,conv_0234,2026-06-12 12:59:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00022,conv_0005,2026-06-12 13:02:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00626,conv_0128,2026-06-12 13:12:00,incoming,client,Добрый день. Сколько примерно стоит Interior dry cleaning на Range Rover Sport?
msg_00627,conv_0128,2026-06-12 13:15:00,outgoing,bot,"Сориентирую по цене, но сначала уточню авто и объём работ."
msg_00023,conv_0005,2026-06-12 13:16:00,outgoing,bot,"Уточните ещё раз телефон, чтобы я передал менеджеру."
msg_00024,conv_0005,2026-06-12 13:19:00,incoming,client,"Хорошо, жду менеджера."
msg_00025,conv_0005,2026-06-12 13:21:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00026,conv_0005,2026-06-12 13:23:00,incoming,client,"Понял, спасибо."
msg_00628,conv_0128,2026-06-12 13:32:00,incoming,client,"Спасибо, подумаю и напишу."
msg_00629,conv_0128,2026-06-12 13:34:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00630,conv_0128,2026-06-12 13:36:00,incoming,client,"Спасибо, подумаю и напишу."
msg_00631,conv_0128,2026-06-12 13:38:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00986,conv_0200,2026-06-12 14:27:00,incoming,client,"Здравствуйте. Подскажите, вы работаете в воскресенье?"
msg_00987,conv_0200,2026-06-12 14:30:00,outgoing,bot,"Да, работаем в воскресенье по предварительной записи."
msg_00988,conv_0200,2026-06-12 14:47:00,incoming,client,"Спасибо, подумаю и напишу."
msg_00989,conv_0200,2026-06-12 14:49:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00990,conv_0200,2026-06-12 14:51:00,incoming,client,"Понял, спасибо."
msg_00062,conv_0013,2026-06-12 15:11:00,incoming,client,"Здравствуйте. Нужно записаться на Detailing wash, машина BMW X5."
msg_00063,conv_0013,2026-06-12 15:14:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00064,conv_0013,2026-06-12 15:31:00,incoming,client,"Хорошо, жду менеджера."
msg_00065,conv_0013,2026-06-12 15:33:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00066,conv_0013,2026-06-12 15:35:00,incoming,client,"Понял, спасибо."
msg_00067,conv_0013,2026-06-12 15:37:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00694,conv_0141,2026-06-12 16:13:00,incoming,client,Добрый день. Сколько примерно стоит Full PPF wrap на Mazda CX-5?
msg_00695,conv_0141,2026-06-12 16:16:00,outgoing,bot,"Сориентирую по цене, но сначала уточню авто и объём работ."
msg_00696,conv_0141,2026-06-12 16:33:00,incoming,client,"Хорошо, жду менеджера."
msg_00697,conv_0141,2026-06-12 16:35:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00373,conv_0076,2026-06-12 17:36:00,incoming,client,"Здравствуйте. Нужно записаться на Interior dry cleaning, машина Mazda CX-5."
msg_00374,conv_0076,2026-06-12 17:39:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00148,conv_0030,2026-06-12 17:51:00,incoming,client,"Здравствуйте. Нужно записаться на PPF elements, машина Honda Accord 8."
msg_00149,conv_0030,2026-06-12 17:54:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00375,conv_0076,2026-06-12 17:56:00,incoming,client,"Спасибо, подумаю и напишу."
msg_00376,conv_0076,2026-06-12 17:58:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00150,conv_0030,2026-06-12 18:11:00,incoming,client,"Отлично, тогда на связи."
msg_00151,conv_0030,2026-06-12 18:13:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00152,conv_0030,2026-06-12 18:15:00,incoming,client,"Понял, спасибо."
msg_00321,conv_0065,2026-06-13 09:08:00,incoming,client,"Здравствуйте. Нужно записаться на Detailing wash, машина Toyota Camry."
msg_00322,conv_0065,2026-06-13 09:11:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_01024,conv_0208,2026-06-13 09:15:00,incoming,client,"Здравствуйте. Подскажите, вы работаете в воскресенье?"
msg_01025,conv_0208,2026-06-13 09:18:00,outgoing,bot,"Да, работаем в воскресенье по предварительной записи."
msg_01066,conv_0217,2026-06-13 09:20:00,incoming,client,"Здравствуйте. Нужно перенести запись, не успеваю приехать."
msg_01067,conv_0217,2026-06-13 09:23:00,outgoing,bot,"Понял. Я передам менеджеру запрос на перенос, он проверит запись и подтвердит."
msg_00323,conv_0065,2026-06-13 09:28:00,incoming,client,"Хорошо, жду менеджера."
msg_00324,conv_0065,2026-06-13 09:30:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00325,conv_0065,2026-06-13 09:32:00,incoming,client,"Отлично, тогда на связи."
msg_01026,conv_0208,2026-06-13 09:35:00,incoming,client,"Хорошо, жду менеджера."
msg_01027,conv_0208,2026-06-13 09:37:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_01028,conv_0208,2026-06-13 09:39:00,incoming,client,"Понял, спасибо."
msg_01068,conv_0217,2026-06-13 09:40:00,incoming,client,"Отлично, тогда на связи."
msg_01069,conv_0217,2026-06-13 09:42:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00211,conv_0043,2026-06-13 10:09:00,incoming,client,"Здравствуйте. Нужно записаться на Window tinting, машина Toyota Camry."
msg_00212,conv_0043,2026-06-13 10:12:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00213,conv_0043,2026-06-13 10:29:00,incoming,client,"Понял, спасибо."
msg_00214,conv_0043,2026-06-13 10:31:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00163,conv_0033,2026-06-13 10:33:00,incoming,client,"Здравствуйте. Нужно записаться на Full PPF wrap, машина Kia K5."
msg_00164,conv_0033,2026-06-13 10:36:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00165,conv_0033,2026-06-13 10:53:00,incoming,client,"Хорошо, жду менеджера."
msg_00166,conv_0033,2026-06-13 10:55:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00167,conv_0033,2026-06-13 10:57:00,incoming,client,"Спасибо, подумаю и напишу."
msg_00991,conv_0201,2026-06-13 12:52:00,incoming,client,"Здравствуйте. Подскажите, вы работаете в воскресенье?"
msg_00992,conv_0201,2026-06-13 12:55:00,outgoing,bot,"Да, работаем в воскресенье по предварительной записи."
msg_00993,conv_0201,2026-06-13 13:12:00,incoming,client,"Спасибо, подумаю и напишу."
msg_00994,conv_0201,2026-06-13 13:14:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00637,conv_0130,2026-06-13 13:23:00,incoming,client,Добрый день. Сколько примерно стоит Ceramic coating на Geely Monjaro?
msg_00638,conv_0130,2026-06-13 13:26:00,outgoing,bot,"Сориентирую по цене, но сначала уточню авто и объём работ."
msg_00278,conv_0056,2026-06-13 13:40:00,incoming,client,"Здравствуйте. Нужно записаться на Chrome delete, машина Range Rover Sport."
msg_00279,conv_0056,2026-06-13 13:43:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00639,conv_0130,2026-06-13 13:43:00,incoming,client,"Понял, спасибо."
msg_00640,conv_0130,2026-06-13 13:45:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00280,conv_0056,2026-06-13 14:00:00,incoming,client,"Понял, спасибо."
msg_00281,conv_0056,2026-06-13 14:02:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00282,conv_0056,2026-06-13 14:04:00,incoming,client,"Хорошо, жду менеджера."
msg_00283,conv_0056,2026-06-13 14:06:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00547,conv_0112,2026-06-13 14:42:00,incoming,client,"Здравствуйте. Нужно записаться на Window tinting, машина Mercedes-Benz E-Class."
msg_00548,conv_0112,2026-06-13 14:45:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00549,conv_0112,2026-06-13 15:02:00,incoming,client,"Хорошо, жду менеджера."
msg_00550,conv_0112,2026-06-13 15:04:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00551,conv_0112,2026-06-13 15:06:00,incoming,client,"Отлично, тогда на связи."
msg_00732,conv_0149,2026-06-13 15:46:00,incoming,client,Добрый день. Сколько примерно стоит Ceramic coating на Skoda Octavia?
msg_00733,conv_0149,2026-06-13 15:49:00,outgoing,bot,"Сориентирую по цене, но сначала уточню авто и объём работ."
msg_00734,conv_0149,2026-06-13 16:06:00,incoming,client,"Понял, спасибо."
msg_00735,conv_0149,2026-06-13 16:08:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00068,conv_0014,2026-06-13 17:27:00,incoming,client,"Здравствуйте. Нужно записаться на Window tinting, машина Range Rover Sport."
msg_00069,conv_0014,2026-06-13 17:30:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00070,conv_0014,2026-06-13 17:47:00,incoming,client,"Спасибо, подумаю и напишу."
msg_00071,conv_0014,2026-06-13 17:49:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00072,conv_0014,2026-06-13 17:51:00,incoming,client,"Понял, спасибо."
msg_00073,conv_0014,2026-06-13 17:53:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_01018,conv_0207,2026-06-13 18:02:00,incoming,client,"Здравствуйте. Подскажите, вы работаете в воскресенье?"
msg_01019,conv_0207,2026-06-13 18:05:00,outgoing,bot,"Да, работаем в воскресенье по предварительной записи."
msg_00896,conv_0182,2026-06-13 18:19:00,incoming,client,"Здравствуйте. Подскажите, вы работаете в воскресенье?"
msg_00897,conv_0182,2026-06-13 18:22:00,outgoing,bot,"Да, работаем в воскресенье по предварительной записи."
msg_01020,conv_0207,2026-06-13 18:22:00,incoming,client,"Хорошо, жду менеджера."
msg_01021,conv_0207,2026-06-13 18:24:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_01022,conv_0207,2026-06-13 18:26:00,incoming,client,"Понял, спасибо."
msg_01023,conv_0207,2026-06-13 18:28:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00898,conv_0182,2026-06-13 18:39:00,incoming,client,"Спасибо, подумаю и напишу."
msg_00899,conv_0182,2026-06-13 18:41:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00900,conv_0182,2026-06-13 18:43:00,incoming,client,"Спасибо, подумаю и напишу."
msg_00761,conv_0155,2026-06-13 19:13:00,incoming,client,Добрый день. Сколько примерно стоит Full PPF wrap на Volkswagen Tiguan?
msg_00762,conv_0155,2026-06-13 19:16:00,outgoing,bot,"Сориентирую по цене, но сначала уточню авто и объём работ."
msg_00763,conv_0155,2026-06-13 19:33:00,incoming,client,"Понял, спасибо."
msg_00764,conv_0155,2026-06-13 19:35:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00765,conv_0155,2026-06-13 19:37:00,incoming,client,"Спасибо, подумаю и напишу."
msg_00766,conv_0155,2026-06-13 19:39:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00669,conv_0136,2026-06-13 19:52:00,incoming,client,Добрый день. Сколько примерно стоит Interior dry cleaning на Porsche Macan?
msg_00670,conv_0136,2026-06-13 19:55:00,outgoing,bot,"Сориентирую по цене, но сначала уточню авто и объём работ."
msg_00671,conv_0136,2026-06-13 20:12:00,incoming,client,"Отлично, тогда на связи."
msg_00672,conv_0136,2026-06-13 20:14:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00159,conv_0032,2026-06-14 09:52:00,incoming,client,"Здравствуйте. Нужно записаться на Ceramic coating, машина Volkswagen Tiguan."
msg_00160,conv_0032,2026-06-14 09:55:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00824,conv_0167,2026-06-14 10:09:00,incoming,client,Добрый день. Сколько примерно стоит Full PPF wrap на Mazda CX-5?
msg_00161,conv_0032,2026-06-14 10:12:00,incoming,client,"Спасибо, подумаю и напишу."
msg_00825,conv_0167,2026-06-14 10:12:00,outgoing,bot,"Сориентирую по цене, но сначала уточню авто и объём работ."
msg_00162,conv_0032,2026-06-14 10:14:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00826,conv_0167,2026-06-14 10:29:00,incoming,client,"Отлично, тогда на связи."
msg_00827,conv_0167,2026-06-14 10:31:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00828,conv_0167,2026-06-14 10:33:00,incoming,client,"Спасибо, подумаю и напишу."
msg_00829,conv_0167,2026-06-14 10:35:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00312,conv_0063,2026-06-14 12:35:00,incoming,client,"Здравствуйте. Нужно записаться на Detailing wash, машина Mercedes-Benz E-Class."
msg_00313,conv_0063,2026-06-14 12:38:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00314,conv_0063,2026-06-14 12:55:00,incoming,client,"Спасибо, подумаю и напишу."
msg_00532,conv_0109,2026-06-14 12:55:00,incoming,client,"Здравствуйте. Нужно записаться на Paint correction, машина Mercedes-Benz E-Class."
msg_00315,conv_0063,2026-06-14 12:57:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00533,conv_0109,2026-06-14 12:58:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00534,conv_0109,2026-06-14 13:15:00,incoming,client,"Спасибо, подумаю и напишу."
msg_00535,conv_0109,2026-06-14 13:17:00,outgoing,bot,Менеджер проверит детали и свяжется с вами.
msg_00536,conv_0109,2026-06-14 13:19:00,incoming,client,"Хорошо, жду менеджера."
msg_00537,conv_0109,2026-06-14 13:21:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00702,conv_0143,2026-06-14 13:33:00,incoming,client,Добрый день. Сколько примерно стоит Paint correction на BMW X5?
msg_00239,conv_0049,2026-06-14 13:34:00,incoming,client,"Здравствуйте. Нужно записаться на Interior dry cleaning, машина Range Rover Sport."
msg_00703,conv_0143,2026-06-14 13:36:00,outgoing,bot,"Сориентирую по цене, но сначала уточню авто и объём работ."
msg_00240,conv_0049,2026-06-14 13:37:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00704,conv_0143,2026-06-14 13:53:00,incoming,client,"Хорошо, жду менеджера."
msg_00241,conv_0049,2026-06-14 13:54:00,incoming,client,"Хорошо, жду менеджера."
msg_00705,conv_0143,2026-06-14 13:55:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00242,conv_0049,2026-06-14 13:56:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00706,conv_0143,2026-06-14 13:57:00,incoming,client,"Спасибо, подумаю и напишу."
msg_00243,conv_0049,2026-06-14 13:58:00,incoming,client,"Понял, спасибо."
msg_00244,conv_0049,2026-06-14 14:00:00,outgoing,bot,"Да, передал информацию менеджеру."
msg_00683,conv_0139,2026-06-14 15:08:00,incoming,client,Добрый день. Сколько примерно стоит Chrome delete на Audi A6?
msg_00684,conv_0139,2026-06-14 15:11:00,outgoing,bot,"Сориентирую по цене, но сначала уточню авто и объём работ."
msg_00685,conv_0139,2026-06-14 15:28:00,incoming,client,"Хорошо, жду менеджера."
msg_00686,conv_0139,2026-06-14 15:30:00,outgoing,bot,"Хорошо, если появятся вопросы — напишите."
msg_00658,conv_0134,2026-06-14 15:31:00,incoming,client,Добрый день. Сколько примерно стоит Detailing wash на Volkswagen Tiguan?
msg_00687,conv_0139,2026-06-14 15:32:00,incoming,client,"Понял, спасибо."
msg_00659,conv_0134,2026-06-14 15:34:00,outgoing,bot,"Сориентирую по цене, но сначала уточню авто и объём работ."
msg_00326,conv_0066,2026-06-14 15:42:00,incoming,client,"Здравствуйте. Нужно записаться на Chrome delete, машина Volkswagen Tiguan."
msg_00057,conv_0012,2026-06-14 15:43:00,incoming,client,"Здравствуйте. Нужно записаться на Detailing wash, машина Porsche Macan."
msg_00327,conv_0066,2026-06-14 15:45:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00058,conv_0012,2026-06-14 15:46:00,outgoing,bot,Добрый день. Уточню пару деталей и передам менеджеру полную заявку.
msg_00660,conv_0134,2026-06-14 15:51:00,incoming,client,"Отлично, тогда на связи."
